Data/Hora,Pergunta,Trechos Utilizados,Resposta do Assistente,Avaliação Manual
2026-02-22 20:42:23,Quais critérios normativos da Caixa validam contracheque para composição de renda no financiamento habitacional?,"2: O HABITACIONAL,6 3.4	EMPRÉSTIMO COM GARANTIA DE IMÓVEL CAIXA,7 3.5	IMPEDIMENTOS PARA APROVAÇÃO,7 3.6	CRITÉRIOS PARA CONSTATAÇÃO DE RENDA,8 3 | 16: a Avaliação Apensado II – FAQ – Constatação de Renda grau de sigilo #EXTERNO.CONFIDENCIAL VINCULAÇÃO Manual Normativo CR016 ROTEIRO PADRÃO 3 | 1: ANÁLISE DE RISCO DE CRÉDITO E IDENTIFICAÇÃO DA RENDA – NORMAS E PROCEDIMENTOS OPERACIONAIS - CCA SUMÁRIO DA NORMA 1	OBJETIVO,4 2	DEFINIÇÕES, | 77: acordo com os critérios de constatação de renda estabelecidos nesta norma. Os documentos aceitos pela CAIXA para comprovação de Renda Formal",[Falha ao gerar resposta: OPENAI_API_KEY não encontrada. Configure a chave no ambiente ou no arquivo .env.],
2026-02-22 20:42:23,"Sou taxista raiz, com renda variando, o banco considera ou corta?","303: pateiro Serralheiro Servente de Obras Soldador Taxista Telhador Trabalhador doméstico Trabalhador rural Tratorista Vassoureiro Vendedor (dom | 701: o primeiro no SICAQ o proponente de maior renda, conforme orientações e procedimentos constantes no Tutorial de Navegação SICAQ. Na avaliaçã | 113: rendimentos ou valores aplicados de forma acumulada, o rendimento mensal é constatado pela diferença dos valores acumulados constantes no ex | 302: – (De O a Z) Oleiro (Fab telhas e tijolos) Operador de Câmera Padeiro Pedreiro Pensão Informal Pescador Pintor Pipoqueiro Poeta Porteiro, vi",[Falha ao gerar resposta: OPENAI_API_KEY não encontrada. Configure a chave no ambiente ou no arquivo .env.],
2026-02-22 20:42:22,"Se eu mudar de cidade, muda o teto do imóvel na hora?","831: CAIXA. Se na matrícula do imóvel constar apenas a descrição da unidade sem especificar a área, informa só a descrição e o VA total do imóvel | 613: imóvel, na data da assinatura, estava situado em local impeditivo, o fato ensejará o vencimento antecipado da dívida. Se contratação na moda | 714: PI/ menu serviços/taxas/consulta taxas/informa o CPF do participante e verifica se a OS apresentada está com a situação “Autorizada”. Verifi | 830: m parte de área edificada não averbada ou Melhoria sem ampliação, no campo Descrição do Imóvel, informa só a área efetivamente averbada cons",[Falha ao gerar resposta: OPENAI_API_KEY não encontrada. Configure a chave no ambiente ou no arquivo .env.],
2026-02-22 20:42:23,Qual evidência objetiva deve constar para justificar negativa por fraude documental?,"679: ção dos recursos da conta vinculada na representação do comprador por meio de procuração deve constar poderes específicos para este fim e se | 678: roponentes no momento da sua emissão, encaminhado por mensagem eletrônica ou por outro meio digital, ou ainda, serem enviadas as informações | 132: . DECLARAÇÃO DO EMPREGADOR A declaração do empregador é aceita para comprovação de renda, somente para as avaliações de crédito comercial, p | 574: de Verificação Documental e arquiva no dossiê antes do envio à conformidade Solicita por e-mail à Agência/PA de vinculação, previamente à co",[Falha ao gerar resposta: OPENAI_API_KEY não encontrada. Configure a chave no ambiente ou no arquivo .env.],
2026-02-22 20:42:23,"Se faltar um documento, o processo para tudo mesmo?","364: a, assinatura física e assinatura digital em um mesmo documento arquivado. Para dossiês do fluxo físico, ou seja, sem SE 791, a assinatura d | 363: . Entretanto, se constar, as assinaturas deverão ser digitais. Para as propostas que possuam a SE791 - NATO-DIGITAL, todos os documentos que | 227: está limitada em até 30% do valor de sua renda, ou da renda do grupo familiar. Em alguns casos esse limite pode ser menor, a depender das ca | 80: ário. documentos para constatação da renda formal contracheque/hollerith O contracheque (hollerith) é um documento de comprovação dos rendim",[Falha ao gerar resposta: OPENAI_API_KEY não encontrada. Configure a chave no ambiente ou no arquivo .env.],
2026-02-22 20:42:23,"Se no meu margem consignável caiu diferente esse mês, dá ruim pra aprovar o financiamento?","365: ROVAÇÃO DE RENDA Adota o somatório da renda bruta mensal dos participantes da operação, sem qualquer dedução, auferida no mês da apuração de | 519: a data de vencimento do encargo mensal é correspondente ao da assinatura do contrato a partir do mês subsequente ao da contratação, devendo  | 651: ade de pagamento ou, no máximo, a do segundo mês anterior à apuração. Atentar para o prazo de validade do enquadramento da renda conforme o  | 108: as. É aceito o extrato de aplicação do mês de avaliação ou do mês imediatamente anterior a avaliação. Quando no extrato da aplicação finance",[Falha ao gerar resposta: OPENAI_API_KEY não encontrada. Configure a chave no ambiente ou no arquivo .env.],
2026-02-22 20:42:24,"Trampo de pedreiro por obra, como que fecha minha média pra Caixa?","620: a CAIXA; é de sua responsabilidade o recolhimento do INSS bem como demais encargos trabalhistas e de regularidade fiscal exigidos pelos órgã | 560: om a CAIXA; operacionalização do contrato e realização de avaliação de risco por empregado que figure como proponente, cônjuge do proponente | 225: ações influenciam a definição do perfil do proponente como tomador de crédito. Os compromissos financeiros são verificados na CAIXA e no mer | 129: ríodo; calcular a média aritmética dos quatro créditos de salário restantes; cadastrar o resultado obtido nos campos “Renda Bruta” e “Renda ",[Falha ao gerar resposta: OPENAI_API_KEY não encontrada. Configure a chave no ambiente ou no arquivo .env.],
2026-02-22 20:42:26,Existe mitigação permitida quando o cliente apresenta participação em financiamento ativo de baixo impacto?,"36: mais adequados para os clientes. A proposta de crédito a ser analisada considera as condições do cliente para o crédito pretendido, o impact | 235: em a Avaliação. Clientes detentores de contrato ativo de crédito consignado Programa Auxílio Brasil (PAB) possuem política de aprovação dife | 865: PF FORMALIZAÇÃO DA CONTRATAÇÃO PELO APLICATIVO – APP HABITAÇÃO CAIXA Acessa diariamente o SIOPI, menu Proposta online, opção “consulta outra | 92: to de renda retidos referentes a rendimentos extra salário e que estão separados no contracheque, a exemplo do 13° salário, férias ou partic",[Falha ao gerar resposta: OPENAI_API_KEY não encontrada. Configure a chave no ambiente ou no arquivo .env.],
2026-02-22 20:42:26,Quando o certidão de nascimento deve ser atualizado para evitar exigência complementar?,"501: a a concessão de valor complementar ao financiamento original, mesmo quando houver alteração do projeto ou substituição de material. PLANO D | 403: ficação do(a) companheiro(a) e; declaração firmada por ambos declarando a manutenção da união estável. Se filho menor de 18 anos: certidão d | 813: ltar em fraudes à execução ou contra credores; existência de certidão positiva. A operação poderá prosseguir no Canal Parceiro mediante cons | 321: o a ser liquidada deve ser de crédito imobiliário concedida ao(s) proprietário(s) da unidade (vendedor) para aquisição do imóvel objeto do c",[Falha ao gerar resposta: OPENAI_API_KEY não encontrada. Configure a chave no ambiente ou no arquivo .env.],
2026-02-22 20:42:29,"Se no meu servidor público caiu diferente esse mês, dá ruim pra aprovar o financiamento?","280: ícia Ocupante de cargo de Direção e Assessoramento Superior Oficiais das Forças Armadas e Forças Auxiliares Ocupante de Cargo de Direção e A | 281: úblico Federal Servidor Público Estadual Servidor Público Municipal CLASSE 3 – Trabalhadores, Administradores e assemelhados Diretor de Empr | 271: ador sem vínculo de emprego; empregado titular ou proprietário de empresa; servidor público da administração direta; servidor público de aut | 270: PENSÃO ESPECIAL PARA AS PESSOAS ATINGIDAS PELA HANSENÍASE * Exceto para crédito consignado. anexo iii – natureza da ocupação e tabela de ocu",[Falha ao gerar resposta: OPENAI_API_KEY não encontrada. Configure a chave no ambiente ou no arquivo .env.],
2026-02-22 20:42:28,Qual regra prevalece quando há conflito entre enquadramento por renda e perfil de renda da família?,"220: ois é utilizado para declarar rendimentos obtidos de forma esporádica por força de decisão judicial relativo a diferenças salariais, indeniz | 43: de risco de crédito. Atentar ao correto preenchimento das informações de renda dos clientes: Renda Formal e Renda Informal; tipo de document | 401: OCIAL – PROGRAMA CARTA DE CRÉDITO FGTS/PMCMV Para direito a 100% de desconto, é necessária a participação de pelos menos dois proponentes no | 50: ção, o sistema de amortização, o indexador, a modalidade do financiamento e a origem de recursos determinam o valor da prestação necessária,",[Falha ao gerar resposta: OPENAI_API_KEY não encontrada. Configure a chave no ambiente ou no arquivo .env.],
2026-02-22 20:42:23,"Meu CPF caiu em restrição pequena, vocês travam tudo por isso?","68: strato. A antecipação da regularização de ocorrência é realizada pela agência de vinculação da proposta quando, por questões de relevante im | 661: clica em “selecionar instituição financeira”, escolhe “Caixa Econômica Federal” e confirma seleção acessa o extrato na forma abaixo: no menu | 610: os proponentes assinar o documento. Informa ao(s) proponente (s) que o imóvel dado em garantia não pode: possuir restrição ao uso, incluindo | 658: opção “FGTS e INSS”, clica em “extrato”; clica em “meu FGTS”, “ver todas as suas contas”; clica no ícone de compartilhamento, escolhe a opçã",[Falha ao gerar resposta: OPENAI_API_KEY não encontrada. Configure a chave no ambiente ou no arquivo .env.],
2026-02-22 20:42:28,"Meu comprovante de residência tá no nome da minha mãe, serve ou não?","404: cimento. Se guarda judicial: decisão judicial de concessão da guarda; Se residência compartilhada com parente até 3º grau, conforme document | 405: | Documentos Pessoais | Comprovante Residência de até 6 meses | Declaração de parentesco, residência e ausência de rendimentos 1º | Pai, Mãe | 407: esentar | apresentar | apresentar Fica dispensada a apresentação de comprovante de residência quando for apresentada a Declaração de parente | 403: ficação do(a) companheiro(a) e; declaração firmada por ambos declarando a manutenção da união estável. Se filho menor de 18 anos: certidão d",[Falha ao gerar resposta: OPENAI_API_KEY não encontrada. Configure a chave no ambiente ou no arquivo .env.],
2026-02-22 20:42:29,"Meu FGTS tá pingando certinho, isso ajuda mesmo ou é conversa?","657: rnet Banking, opção “FGTS e INSS”; seleciona “Autoriza Agente Financeiro FGTS”; clica em “habitação e moradia própria; confirma a leitura do | 658: opção “FGTS e INSS”, clica em “extrato”; clica em “meu FGTS”, “ver todas as suas contas”; clica no ícone de compartilhamento, escolhe a opçã | 661: clica em “selecionar instituição financeira”, escolhe “Caixa Econômica Federal” e confirma seleção acessa o extrato na forma abaixo: no menu | 410: ses casos, apresentação de documentação de dependência. comprovação DE RESIDÊNCIA OU TRABALHO – FGTS Para comprovação que o atual local de d",[Falha ao gerar resposta: OPENAI_API_KEY não encontrada. Configure a chave no ambiente ou no arquivo .env.],
2026-02-22 20:42:24,Como apurar renda média de movimentação em conta quando há forte oscilação mensal?,"144: ito cujo CPF consta como titular da nota apresentada. Notas fiscais com mais de um favorecido, a renda é utilizada somente pelo titular da n | 106: s de renda fixa e/ou poupança, na CAIXA e em outras instituições, em que conste o cliente como primeiro titular. Não há exigência de prazo m | 596: rmações prestadas; Apurar se na pesquisa o(s) proponente(s)/cônjuge(s)/companheiro(s) não foi (foram) enquadrado(s) como Partes Relacionadas | 105: net, ou ainda, cópia do extrato recebido da CAIXA. Segue exemplo do modelo de extrato de conta vinculada obtido na agência pelo cliente: ext",[Falha ao gerar resposta: OPENAI_API_KEY não encontrada. Configure a chave no ambiente ou no arquivo .env.],
2026-02-22 20:42:27,Esse subsídio abaixa mesmo a parcela ou é só no papel?,"91: sto de Renda Retido, esse último mesmo que seja nulo, são obtidos diretamente do contracheque e transcritos para o Cadastro do cliente. Não  | 90: tracheque no site da fonte pagadora, a exemplo dos servidores federais por meio do Portal Siapenet. O último contracheque de remuneração men | 830: m parte de área edificada não averbada ou Melhoria sem ampliação, no campo Descrição do Imóvel, informa só a área efetivamente averbada cons | 503: cronograma físico-financeiro e integralizado com a liberação da última parcela. O encargo mensal é composto pela soma das parcelas de Juros,",[Falha ao gerar resposta: OPENAI_API_KEY não encontrada. Configure a chave no ambiente ou no arquivo .env.],
2026-02-22 20:42:27,"Se eu quitei dívida ontem, já consigo seguir ou demora pra limpar?","67: l timbrado, datado e assinado), onde constava dívida vencida ou em prejuízo, informando que não há dívidas em atraso para o cliente. Para cl | 479: durante a contratação; destinação integral à quitação da dívida de contrato executado, se aquisição de imóvel levado a leilão decorrente de  | 480: devendo ser consultada a agência de vinculação do contrato; para quitação da dívida junto ao credor nas operações de aquisição de imóvel fin | 66: pelo próprio devedor após o credenciamento, disponível na página https://registrato.bcb.gov.br/registrato/login/; comprovante de pagamento d",[Falha ao gerar resposta: OPENAI_API_KEY não encontrada. Configure a chave no ambiente ou no arquivo .env.],
2026-02-22 20:42:30,Quando o CNH deve ser atualizado para evitar exigência complementar?,"501: a a concessão de valor complementar ao financiamento original, mesmo quando houver alteração do projeto ou substituição de material. PLANO D | 321: o a ser liquidada deve ser de crédito imobiliário concedida ao(s) proprietário(s) da unidade (vendedor) para aquisição do imóvel objeto do c | 106: s de renda fixa e/ou poupança, na CAIXA e em outras instituições, em que conste o cliente como primeiro titular. Não há exigência de prazo m | 367: e renda do(s) proponente(s) e promover novo enquadramento. A apuração de renda para proponente com vínculo empregatício deve ser, nos casos ",[Falha ao gerar resposta: OPENAI_API_KEY não encontrada. Configure a chave no ambiente ou no arquivo .env.],
2026-02-22 20:42:25,"Quando o holerite vem zoado de desconto, como que vocês olham isso no crédito?","401: OCIAL – PROGRAMA CARTA DE CRÉDITO FGTS/PMCMV Para direito a 100% de desconto, é necessária a participação de pelos menos dois proponentes no | 312: io impeditivo”, o desconto anterior foi concedido para beneficiário: de contrato a partir de 02/05/2005; de contrato ativo. Outra forma de c | 308: uir dependente, o desconto apurado será reduzido em 70%. Em caso de transferência, amortização extraordinária, redução do prazo de amortizaç | 400: de 30 dias. Se proposta com Vendedor PJ, é obrigatório cadastrar no SIOPI o seu(s) Responsável(eis)/Representante(es) Legal(ais) e serem rea",[Falha ao gerar resposta: OPENAI_API_KEY não encontrada. Configure a chave no ambiente ou no arquivo .env.],
2026-02-22 20:42:26,"Vendo na rua e cada mês entra um valor, tem jeito de financiar mesmo assim?","213: té R$ 20.000,00 em cada mês, para o conjunto de ações”; “ganhos líquidos em operações com ouro, ativo financeiro, nas alienações até R$ 20.0 | 179: táveis recebidos de Pessoa Jurídica (CNPJ=F R$100.000,00) e no campo DEDUÇÕES DO LIVRO CAIXA um valor de: R$ 12.000,00; esse cliente terá co | 86: do, o mês de referência do pagamento, os rendimentos a que tem direito e os descontos, se houver. Quando no contracheque constar como fonte  | 93: o contracheque apresenta mais de uma rubrica para o imposto de renda retido referente a adiantamento de salário, os valores são somados e tr",[Falha ao gerar resposta: OPENAI_API_KEY não encontrada. Configure a chave no ambiente ou no arquivo .env.],
2026-02-22 20:42:26,Quais parâmetros atualizados determinam composição familiar por município?,"589: stações, valores e composição dos encargos, modalidades de taxas de juros disponíveis, considerando o perfil e a escolha do cliente, as cond | 641: ça e condições de devolução das tarifas devidas, as condições de pagamento e vencimento das prestações, valores e composição dos encargos, m | 254: ubsequentes. anexo i – informações que podem ser alteradas para novas avaliações A alteração, inclusão e/ou exclusão das informações que seg | 255: os cadastrais; dados de renda. Avaliação habitacional: dados de renda de todos os participantes e respectivos cônjuges; composição do Grupo ",[Falha ao gerar resposta: OPENAI_API_KEY não encontrada. Configure a chave no ambiente ou no arquivo .env.],
2026-02-22 20:42:27,Quais impedimentos legais relacionados a propriedade de outro imóvel bloqueiam contratação habitacional na Caixa?,"702: o “garantia comercial”. A avaliação de risco do tomador do crédito habitacional das operações envolvendo Imóveis CAIXA/AMV (Adjudicados de p | 55: nstam no [MN, MO43082]. impedimentos para aprovação O processo de análise de risco envolve a verificação da existência de restrições para to | 816: ada a análise e para quais deverá abrir demanda. AVALIAÇÃO DE RISCO DE CRÉDITO DA OPERAÇÃO Efetua a avaliação de Risco de Crédito da Operaçã | 586: umentos existentes no [MN, MO30344]. Informa aos proponentes as exigências e impedimentos relacionados ao imóvel e ao vendedor. Se pretensão",[Falha ao gerar resposta: OPENAI_API_KEY não encontrada. Configure a chave no ambiente ou no arquivo .env.],
2026-02-22 20:42:28,"Perdi o RG, dá pra tocar com CNH enquanto tiro segunda via?","544: licativo de sua escolha. Para os casos de dificuldade de visualização, também pode ser disponibilizada a via em fonte ampliada e em negrito. | 41: ções cadastrais a serem inseridas: dados pessoais e de endereço (nome, número do RG, escolaridade, estado civil etc.); dados econômicos (ren | 425: s serão lançados como diferença de prestação junto com o primeiro encargo mensal. Para a modalidade Reforma Casa com Garantia de Imóvel, é r | 896: spectados por eles. Se for proposta envolvendo Construtoras, encaminha à CEOPF, via CaixaAqui, os documentos conforme “Tutorial para Digital",[Falha ao gerar resposta: OPENAI_API_KEY não encontrada. Configure a chave no ambiente ou no arquivo .env.],
2026-02-22 20:42:30,"Sou servidor e meu tempo de casa é estável, isso facilita de verdade?","598: ensal com as informações prestadas estão de acordo com à atividade desempenhada – tipo de atividade, local e tempo de trabalho, forma de rem | 280: ícia Ocupante de cargo de Direção e Assessoramento Superior Oficiais das Forças Armadas e Forças Auxiliares Ocupante de Cargo de Direção e A | 281: úblico Federal Servidor Público Estadual Servidor Público Municipal CLASSE 3 – Trabalhadores, Administradores e assemelhados Diretor de Empr | 402: ocorrerá com a apresentação dos seguintes documentos: Se casado: certidão de casamento atualizada e; documento pessoal de identificação do(a",[Falha ao gerar resposta: OPENAI_API_KEY não encontrada. Configure a chave no ambiente ou no arquivo .env.],
2026-02-22 20:42:25,Em quais hipóteses a renda de renda sazonal é glosada por insuficiência documental?,"574: de Verificação Documental e arquiva no dossiê antes do envio à conformidade Solicita por e-mail à Agência/PA de vinculação, previamente à co | 815: ssários para regularização da situação impeditiva. Arquiva o parecer jurídico no dossiê único do financiamento. Nos casos de análise jurídic | 573: mento da proposta de financiamento habitacional. Se proposta de UH vinculada a empreendimento que teve a contratação via CIWEB - Dotação/Con | 94: ais contracheques, os valores de renda bruta, renda líquida e do imposto de renda retido são somados com o propósito de compor os ganhos tot",[Falha ao gerar resposta: OPENAI_API_KEY não encontrada. Configure a chave no ambiente ou no arquivo .env.],
2026-02-22 20:42:29,Família grande ganha mais ajuda no programa ou tanto faz?,"401: OCIAL – PROGRAMA CARTA DE CRÉDITO FGTS/PMCMV Para direito a 100% de desconto, é necessária a participação de pelos menos dois proponentes no | 838: parcela a mais do que o número de parcelas informado no Cronograma Físico-Financeiro do Laudo de Análise, sendo 0% a primeira parcela, consi | 329: onal Padrão (CCA) Contratação Imóveis CAIXA/AMV”. OPERAÇÕES ENVOLVENDO IMÓVEIS NO ÂMBITO DO PMCMV RECONSTRUÇÃO RIO GRANDE DO SUL. Os procedi | 498: s e Tarifa de Reavaliação de Bens Recebidos em Garantia, para o Programa CCSBPE, sendo que, nestes casos, o débito é feito obrigatoriamente ",[Falha ao gerar resposta: OPENAI_API_KEY não encontrada. Configure a chave no ambiente ou no arquivo .env.],
2026-02-22 20:42:28,"Tô com nome sujo, tem alguma chance de financiar ou nem perco tempo?","597: ltado das pesquisas para observar se não há no resultado nenhum participante na lista de “Clientes Impedidos de Operar com a CAIXA” e nem co | 809: ação da conformidade. Para comprovação do tempo mínimo de 3 anos de trabalho sob regime do FGTS, acessa o SIOPI, opção “Serviços”, “Consulta | 265: CAPIN 38 | APOSENT. EXTRANUM. FUNCIONARIO PUBLICO 41 | APOSENTADORIA POR IDADE 42 | APOSENTADORIA POR TEMPO DE CONTRIBUICAO PREVIDENCIARIA 4 | 775: inado, ao(s) proponente(s) para encaminhamento à prefeitura que, considerando a legislação do município, pode aprovar o projeto em nome do(s",[Falha ao gerar resposta: OPENAI_API_KEY não encontrada. Configure a chave no ambiente ou no arquivo .env.],
2026-02-22 20:42:30,Como apurar renda média de manicure quando há forte oscilação mensal?,"144: ito cujo CPF consta como titular da nota apresentada. Notas fiscais com mais de um favorecido, a renda é utilizada somente pelo titular da n | 596: rmações prestadas; Apurar se na pesquisa o(s) proponente(s)/cônjuge(s)/companheiro(s) não foi (foram) enquadrado(s) como Partes Relacionadas | 106: s de renda fixa e/ou poupança, na CAIXA e em outras instituições, em que conste o cliente como primeiro titular. Não há exigência de prazo m | 145: mos 12 meses. A emissão das notas é de até 12 meses anteriores ao mês corrente da avaliação. Não há limite de quantidade de notas utilizadas",[Falha ao gerar resposta: OPENAI_API_KEY não encontrada. Configure a chave no ambiente ou no arquivo .env.],
2026-02-22 20:42:27,Em que condições valor de avaliação sofre revisão durante a análise técnica?,"788: e-mail ou fax, conforme a proposta de financiamento pretendida. Solicita nova análise e avaliação do imóvel antes do vencimento do prazo de  | 750: Para revisão de laudo de avaliação da engenharia, exclusivamente antes da contratação e desde que o imóvel ainda não esteja vinculado à prop | 749: ise do imóvel antes do vencimento do prazo de validade, nas situações de necessidade de revisão do valor avaliado ou pendências que implique | 745: óvel com laudo de análise vigente Nas situações em que houver um laudo de análise vigente vinculado a uma proposta no SIOPI, com manifestaçã",[Falha ao gerar resposta: OPENAI_API_KEY não encontrada. Configure a chave no ambiente ou no arquivo .env.],
